,Genre,BeatsPerMinute(Tempo),Chroma STFT 1,Chroma STFT 2,Chroma STFT 3,Chroma STFT 4,Chroma STFT 5,Chroma STFT 6,Chroma STFT 7,Chroma STFT 8,Chroma STFT 9,Chroma STFT 10,Chroma STFT 11,Chroma STFT 12,MFCC 1,MFCC 2,MFCC 3,MFCC 4,MFCC 5,MFCC 6,MFCC 7,MFCC 8,MFCC 9,MFCC 10,MFCC 11,MFCC 12,MFCC 13,MFCC 14,MFCC 15,MFCC 16,MFCC 17,MFCC 18,MFCC 19,MFCC 20,RootMeanSquare,SpectralCentroid,SpectralRolloff,ZeroCrossingRate Sum
20,Kpop,135.99917763157896,0.0768315196037292,0.1815216392278671,0.0604900829493999,0.0559331811964511,0.1543831974267959,0.0465275831520557,0.0508937127888202,0.0995906218886375,0.3392513692378998,1.0,0.3300515413284302,0.087602861225605,-26.035541534423828,56.800384521484375,-20.103321075439453,2.2558436393737797,12.70008659362793,-28.829288482666016,-9.67914581298828,3.831832885742188,-13.545207977294922,0.7711742520332336,-22.69335556030273,-16.620800018310547,-12.460092544555664,-2.530531883239746,-14.403009414672852,8.488940238952637,-0.7550038695335388,-22.29250717163086,5.536779403686523,-9.60663604736328,0.1110645025587429,3303.77489903213,7547.3876953125,107860
21,Kpop,135.99917763157896,0.0816409289836883,0.1786760538816452,0.0597808063030242,0.0636120662093162,0.1756334900856018,0.0398674458265304,0.0424177125096321,0.1166313886642456,0.4973440170288086,1.0,0.2441766709089279,0.0963216125965118,-31.183671951293945,54.19189834594727,-20.47690200805664,1.9869563579559328,13.498966217041016,-27.96646881103516,-8.114927291870117,4.164399147033691,-12.034432411193848,-2.8015599250793457,-27.1778564453125,-16.69818115234375,-10.43043327331543,-3.333123207092285,-14.297304153442385,9.39578914642334,-1.9652228355407717,-23.076284408569336,6.303652763366699,-9.357625961303713,0.1087598360754516,3435.8574140034057,7762.7197265625,107860
22,Kpop,135.99917763157896,0.1343372464179992,0.2341045290231704,0.1244950592517852,0.1092695817351341,0.2325502634048462,0.0744384303689003,0.0728245079517364,0.169451430439949,0.4958844482898712,1.0,0.2846238315105438,0.1295338124036789,-4.377956390380859,51.47634506225586,-22.99478530883789,3.5725960731506348,0.5103698968887329,-13.979717254638672,-12.305874824523926,7.348188877105713,-9.647844314575195,-0.0144346952438354,-21.63134765625,-17.285730361938477,-12.599006652832031,-11.238423347473145,-4.513026714324951,4.746125221252441,-8.950422286987305,-17.154268264770508,4.428904056549072,1.6608847379684448,0.103525889985336,3349.377993415066,7192.08984375,107860
23,Kpop,135.99917763157896,0.143036812543869,0.2403428107500076,0.1535812318325042,0.1335943341255188,0.2590225636959076,0.1049446985125541,0.0940314307808876,0.1944705992937088,0.4690495729446411,1.0,0.3580804467201233,0.1638879179954528,1.469649076461792,45.94002914428711,-20.658885955810547,7.942126274108887,-1.34613299369812,-11.696552276611328,-15.868932723999023,7.151647567749023,-12.454452514648438,-0.9765974879264832,-19.46820831298828,-19.267414093017575,-13.793163299560549,-8.315799713134766,-4.382451057434082,6.438393592834473,-9.675989151000977,-13.407515525817873,3.691039800643921,1.1790766716003418,0.1005816551333909,3482.604061673799,7202.8564453125,107860
24,Kpop,135.99917763157896,0.1067825704813003,0.3327420055866241,0.1527126282453537,0.1144844740629196,0.2443838566541671,0.1093265861272811,0.0631245821714401,0.1273046731948852,0.427221804857254,1.0,0.4099362790584564,0.1510392874479293,-28.00330924987793,42.494537353515625,-13.137500762939451,21.228740692138672,9.786211967468262,-24.166969299316406,-13.82119369506836,1.5757330656051636,-24.51596069335937,-7.170053482055664,-17.745262145996094,-17.669261932373047,-19.76791381835937,-5.525835514068604,-9.038250923156738,9.575284957885742,-10.70970344543457,-17.905324935913086,4.925354957580566,-6.685325622558594,0.1020308479663353,3462.5383172954844,7504.3212890625,107860
25,Kpop,135.99917763157896,0.1641317009925842,0.4650211036205292,0.2341912686824798,0.1584925055503845,0.2743758857250213,0.1351234763860702,0.0932612717151641,0.1202988401055336,0.3326926231384277,1.0,0.5385046005249023,0.2373829632997512,-47.06367111206055,48.744476318359375,-16.395280838012695,25.261795043945312,17.83877944946289,-35.837371826171875,-6.076789855957031,-2.4940755367279053,-29.920734405517575,-9.608152389526367,-18.015151977539062,-4.94202184677124,-24.345718383789062,2.6378612518310547,-5.451111316680908,6.235265731811523,-12.625032424926758,-25.018310546875,2.9032554626464844,-7.613814353942871,0.1010802953616518,3343.06405581686,7590.4541015625,107860
26,Kpop,135.99917763157896,0.1579346507787704,0.3712204396724701,0.2161400914192199,0.2425159960985183,0.2331874072551727,0.1236187815666198,0.098201997578144,0.1303596198558807,0.3730311393737793,1.0,0.5947183966636658,0.2948956489562988,-62.28929138183594,51.315338134765625,-11.079479217529297,27.923831939697266,13.92213249206543,-47.84972381591797,-4.080512046813965,1.7762024402618408,-32.15528106689453,-6.191697120666504,-21.833309173583984,-3.975930690765381,-25.83568572998047,4.254966735839844,-1.3996095657348633,-0.7020169496536255,-12.260364532470703,-22.329360961914062,2.5088329315185547,-8.037063598632812,0.0942443638157924,3355.74105718631,7558.154296875,107860
27,Kpop,135.99917763157896,0.1661356091499328,0.2332993298768997,0.2457993626594543,0.2627609074115753,0.2059252262115478,0.1603738367557525,0.1542146801948547,0.2850874662399292,0.5366207957267761,1.0,0.4564940333366394,0.2722665667533874,-11.721489906311035,70.928466796875,-11.301921844482422,16.735570907592773,-1.8424522876739504,-35.37211990356445,-12.613725662231444,5.0939812660217285,-12.495933532714844,-1.9566909074783323,-17.557376861572266,-14.429481506347656,-21.14703369140625,-1.1308953762054443,-7.783811569213867,-4.03834867477417,-8.242040634155273,-13.290509223937988,6.543550491333008,-0.3361341953277588,0.1064155519511604,2967.793219463735,7052.1240234375,107860
28,Kpop,135.99917763157896,0.2708821892738342,0.3229328393936157,0.4276489913463592,0.3899677395820617,0.3196301162242889,0.2923744618892669,0.2861541509628296,0.6648845672607422,0.9291885495185852,1.0,0.5401012897491455,0.392747700214386,19.569618225097656,73.5555419921875,-14.108673095703123,16.033327102661133,-4.464591503143311,-17.936872482299805,-16.132768630981445,2.83394718170166,-3.8022730350494394,0.2304842472076416,-15.00623893737793,-14.91367530822754,-18.39844512939453,-3.2288522720336914,-6.262956619262695,-2.4997990131378174,-8.93269157409668,-9.075437545776367,5.514952659606934,5.635711669921875,0.1278012118333013,2796.4990200624607,5986.23046875,107860
29,Kpop,135.99917763157896,0.2442178875207901,0.3216372728347778,0.2708375155925751,0.1793107986450195,0.1562463641166687,0.1371195018291473,0.1382228136062622,0.4077135622501373,0.938058078289032,1.0,0.3132094442844391,0.3432663679122925,-29.64980125427246,65.58927154541016,-11.114261627197266,25.20054817199707,0.8267828226089478,-11.149842262268066,-12.971864700317385,0.0575364679098129,-6.278509140014648,-1.6919517517089844,-16.809452056884766,-14.90549087524414,-17.657733917236328,-1.9380953311920168,-5.690898418426514,-0.4560093879699707,-7.977800369262695,-7.983721733093262,2.9889109134674072,5.571081161499023,0.0839433764034291,2922.2684858515327,6201.5625,107860
30,Kpop,135.99917763157896,0.2683036029338836,0.2488662749528885,0.0730588212609291,0.0416475944221019,0.0741087645292282,0.0247702971100807,0.0294494945555925,0.0856126099824905,0.5590060949325562,1.0,0.2954979240894317,0.3097158670425415,-110.5202865600586,55.508583068847656,3.384524345397949,38.54753875732422,4.12429141998291,-13.308589935302734,-6.5054779052734375,-7.969643115997314,-11.675695419311523,-2.8002562522888184,-19.676891326904297,-15.566967964172363,-20.62484741210937,6.677068710327148,-9.71364402770996,-4.700593948364258,-11.670364379882812,-8.437463760375977,-0.6118978261947632,0.69121253490448,0.0657305950737814,2895.364907417545,6621.4599609375,107860
31,Kpop,135.99917763157896,0.2899583280086517,0.3663684427738189,0.1451941430568695,0.1040730327367782,0.1591317653656005,0.1013391613960266,0.0963528603315353,0.1329306066036224,0.5696120262145996,1.0,0.3843731880187988,0.4174011945724487,-62.96079254150391,61.57003784179688,-21.870344161987305,18.937227249145508,11.642845153808594,4.730279922485352,-4.281136512756348,-10.89814567565918,-16.96441650390625,-9.468231201171877,-15.28042221069336,-5.211981773376465,-20.795917510986328,-6.640151023864746,-13.213016510009766,4.162783145904541,-8.73403549194336,-11.192718505859377,-10.397505760192873,-1.702303171157837,0.0688710612561539,2928.374894024053,6287.6953125,107860
32,Kpop,135.99917763157896,0.6619300246238708,0.7644459009170532,0.4842132925987243,0.4866103827953338,0.5297906994819641,0.5465511083602905,0.4880832731723785,0.3970048427581787,0.6133527755737305,1.0,0.7596080899238586,0.6539784073829651,20.46431541442871,60.37808609008789,-22.88246726989746,20.937101364135746,17.083171844482422,14.431482315063477,3.945193529129028,1.315483570098877,-7.042363166809082,-4.064301013946533,-13.345109939575195,-4.755556583404541,-14.206255912780762,-14.079371452331545,-10.001066207885742,4.507692337036133,-11.369562149047852,-13.580296516418455,-12.00556755065918,-4.162637710571289,0.1213222086729572,2981.704751933859,6223.095703125,107860
33,Kpop,135.99917763157896,0.8368090391159058,0.8031167984008789,0.6177904605865479,0.6156591773033142,0.5984624028205872,0.6797543168067932,0.648871898651123,0.5721204876899719,0.8867020606994629,1.0,0.7208162546157837,0.8023277521133423,41.803977966308594,53.08619689941406,-13.95966339111328,25.512073516845703,13.56152629852295,16.156469345092773,7.30941915512085,11.927509307861328,3.381444215774536,2.985726833343506,-11.771280288696287,-5.920736789703369,-9.490406036376951,-9.751256942749023,-6.453021049499512,5.144635200500488,-7.414653301239014,-12.00680923461914,-10.577821731567385,-4.487940311431885,0.1365675294264215,3211.151261121151,6653.759765625,107860
34,Kpop,135.99917763157896,0.8804453611373901,1.0,0.6547648906707764,0.6981576681137085,0.6900666356086731,0.6150042414665222,0.530579686164856,0.6275591254234314,0.9342347979545592,0.8218997716903687,0.7472643852233887,0.9513632655143738,18.652530670166016,46.39012908935547,-12.505706787109377,30.76315689086914,11.41058349609375,11.19377326965332,1.5490827560424805,14.333322525024414,1.5465999841690063,3.489558696746826,-12.893571853637695,-5.685333251953125,-2.2740306854248047,0.0881151556968689,-2.70723819732666,3.3697521686553955,-4.061441421508789,-5.125860214233398,-6.684494018554688,-6.394281387329102,0.1022878384925903,3442.3510249860446,6847.55859375,107860
35,Kpop,135.99917763157896,0.8009607791900635,0.9149856567382812,0.5448252558708191,0.3483318388462066,0.356960117816925,0.3457615077495575,0.314744621515274,0.4058987498283386,0.598868727684021,0.3460557460784912,0.5432514548301697,1.0,-0.5604254603385925,49.94774627685547,-14.522089004516602,29.54651260375977,13.760029792785645,11.57204818725586,-1.0998499393463137,14.99525260925293,-4.363693237304688,-0.5694657564163208,-21.07468032836914,-0.1412953436374664,-1.594336748123169,-1.3060336112976074,-6.151042938232422,3.839772939682007,-3.6374740600585938,-12.70041847229004,-8.082944869995117,-5.401678085327148,0.0913273185257101,3354.658077257248,6976.7578125,107860
36,Kpop,135.99917763157896,0.9160487651824952,1.0,0.4008820652961731,0.1954884231090545,0.2338079810142517,0.2734182178974151,0.2577551901340484,0.2859069108963012,0.5321915149688721,0.3387775719165802,0.4346230328083038,0.990403175354004,-12.901389122009276,52.72666931152344,-13.799059867858888,27.723657608032227,14.413036346435549,9.78463649749756,-4.757351398468018,12.350862503051758,-4.7252044677734375,3.0813472270965576,-21.55117416381836,4.201505661010742,-1.1382299661636353,-8.338071823120117,-11.468666076660156,5.886305332183838,-0.8874218463897705,-12.619741439819336,-7.143730163574219,-3.9946677684783936,0.0836375749987903,3295.0339573266874,6987.5244140625,107860
37,Kpop,135.99917763157896,0.901439130306244,0.9901134967803956,0.3926189243793487,0.1526412814855575,0.1925792247056961,0.1627099215984344,0.1712385267019271,0.2205708771944046,0.5281947255134583,0.3945263922214508,0.3959458470344543,1.0,-38.21149063110352,57.96123123168945,-18.4648551940918,27.585952758789062,11.093361854553224,0.1196565628051757,-13.09585189819336,6.466073989868164,-9.112765312194824,7.014797210693359,-21.31452178955078,3.3874430656433105,-1.823773741722107,-10.815743446350098,-14.479226112365724,0.9794902205467224,-2.715513229370117,-11.79966926574707,-6.264460563659668,-1.9823955297470093,0.0685117725802966,3149.9430705105,6718.359375,107860
38,Kpop,135.99917763157896,0.8369086980819702,0.9734275341033936,0.3827101290225982,0.1409754455089569,0.1062595918774604,0.1100537404417991,0.1284206658601761,0.2778887152671814,0.7102336883544922,0.4190936684608459,0.4101281762123108,1.0,-66.5589828491211,65.10812377929688,-23.431076049804688,29.106189727783203,8.626873016357422,-6.849368095397949,-21.116493225097656,9.86898136138916,-10.249279975891112,9.94680404663086,-24.93511199951172,-0.7741352319717407,-0.8770840167999268,-10.108713150024414,-13.93856716156006,0.4984274506568908,-2.805685043334961,-18.87764549255371,-3.7895140647888175,-0.487463116645813,0.0594541636813609,2927.958808230393,6503.02734375,107860
39,Kpop,135.99917763157896,0.7431100010871887,0.7383301854133606,0.2266312390565872,0.087903507053852,0.0892661809921264,0.1047248467803001,0.0935136675834655,0.3159025907516479,1.0,0.3664044141769409,0.3308644294738769,0.8531820774078369,-95.47745513916016,73.96448516845703,-11.29988956451416,26.54855728149414,10.220521926879885,-11.941783905029297,-21.519155502319336,10.601358413696287,-6.505868911743164,8.197765350341797,-24.851043701171875,-2.876901865005493,-2.391698837280273,-6.717809677124023,-10.827120780944824,10.818933486938477,7.474254608154297,-12.86573600769043,1.2726495265960691,-0.1687784790992736,0.0460545795704723,2857.330966451668,6546.09375,107860
40,Kpop,135.99917763157896,0.3003941476345062,0.39139524102211,0.1899040788412094,0.1231666803359985,0.1109746843576431,0.0862081795930862,0.1251414716243744,0.463749498128891,1.0,0.4254171550273895,0.2975109815597534,0.5181955695152283,-75.8267593383789,82.17611694335938,-7.013772964477539,15.341926574707031,-8.393646240234375,-9.20110321044922,-9.60006332397461,-10.715612411499023,11.325287818908691,0.4819847047328949,-16.873075485229492,-7.949568271636963,-12.523290634155272,12.129100799560549,-20.59754180908203,8.57987117767334,12.162290573120115,-8.533843994140625,1.0051419734954834,-0.6690711379051208,0.0493637768636849,2904.165112147833,5447.900390625,107860
